,gender,race,g1freelunch,birthdate,z,y
2320,1.0,2.0,1.0,1980-06-23,0.0,534.6666666666666
1487,2.0,1.0,2.0,1980-02-15,1.0,543.0
3729,1.0,1.0,1.0,1979-02-09,1.0,479.6666666666667
102,1.0,1.0,1.0,1979-02-06,0.0,502.3333333333333
4149,2.0,1.0,1.0,1980-10-01,0.0,482.3333333333333
2085,1.0,1.0,1.0,1980-04-03,0.0,523.0
3806,1.0,1.0,2.0,1979-10-29,0.0,515.6666666666666
872,1.0,1.0,2.0,1979-12-06,1.0,608.3333333333334
279,1.0,2.0,1.0,1979-04-26,0.0,518.0
3164,2.0,2.0,1.0,1980-03-03,0.0,540.6666666666666
1552,2.0,2.0,1.0,1980-06-05,0.0,526.0
3333,2.0,1.0,2.0,1979-10-26,0.0,588.6666666666666
1162,1.0,1.0,2.0,1980-01-03,1.0,612.0
2928,1.0,1.0,1.0,1980-09-09,1.0,488.0
1803,2.0,1.0,2.0,1980-03-21,0.0,616.0
1570,2.0,1.0,2.0,1980-02-23,1.0,549.6666666666666
2646,1.0,2.0,1.0,1980-07-15,1.0,467.6666666666667
3505,2.0,2.0,1.0,1978-10-21,1.0,523.6666666666666
2052,1.0,1.0,2.0,1980-04-23,0.0,530.3333333333334
1207,1.0,1.0,2.0,1980-09-08,0.0,528.0
2778,1.0,1.0,2.0,1980-08-22,0.0,512.6666666666666
3560,1.0,2.0,1.0,1980-01-19,1.0,493.3333333333333
689,1.0,2.0,2.0,1979-11-19,0.0,556.6666666666666
3401,2.0,1.0,1.0,1980-03-08,0.0,509.3333333333333
961,1.0,1.0,1.0,1979-12-02,0.0,475.6666666666667
3179,1.0,2.0,2.0,1980-05-18,0.0,562.3333333333334
3150,1.0,1.0,2.0,1980-03-27,1.0,599.3333333333334
265,1.0,1.0,2.0,1980-11-19,1.0,572.0
2605,1.0,1.0,2.0,1980-07-26,0.0,584.6666666666666
343,1.0,1.0,2.0,1979-03-01,0.0,489.6666666666667
1122,1.0,1.0,2.0,1979-10-05,0.0,527.6666666666666
1432,2.0,2.0,2.0,1980-04-18,1.0,525.3333333333334
2566,1.0,1.0,2.0,1980-07-05,1.0,503.0
3580,1.0,2.0,1.0,1980-09-15,1.0,530.0
3275,2.0,1.0,,1979-09-30,0.0,495.6666666666667
1977,2.0,2.0,2.0,1980-04-11,1.0,531.3333333333334
2989,2.0,2.0,1.0,1980-10-01,0.0,566.3333333333334
3840,1.0,1.0,1.0,1980-01-03,0.0,527.3333333333334
1678,2.0,2.0,1.0,1980-07-21,1.0,507.6666666666667
1218,1.0,1.0,2.0,1980-01-28,1.0,585.3333333333334
1913,2.0,1.0,2.0,1980-02-29,0.0,523.6666666666666
1733,1.0,2.0,1.0,1980-02-12,0.0,534.6666666666666
1138,1.0,1.0,2.0,1980-02-22,1.0,552.6666666666666
887,1.0,1.0,2.0,1979-12-14,0.0,503.3333333333333
785,2.0,1.0,1.0,1979-11-05,1.0,599.3333333333334
2758,2.0,1.0,2.0,1980-07-12,1.0,506.0
518,2.0,1.0,2.0,1979-08-14,0.0,545.3333333333334
2314,1.0,1.0,1.0,1980-04-29,1.0,581.0
3775,2.0,2.0,2.0,1980-06-11,0.0,597.3333333333334
1549,1.0,2.0,2.0,1980-06-02,1.0,593.3333333333334
2372,2.0,1.0,2.0,1980-05-09,1.0,574.0
3966,2.0,2.0,1.0,1979-10-10,0.0,479.0
2159,1.0,1.0,2.0,1980-05-02,1.0,513.6666666666666
772,2.0,1.0,2.0,1979-11-24,0.0,580.6666666666666
1370,1.0,2.0,1.0,1980-01-03,1.0,522.0
3859,2.0,1.0,1.0,1980-08-10,0.0,578.0
181,1.0,2.0,1.0,1978-11-02,0.0,494.3333333333333
2889,2.0,1.0,1.0,1980-09-11,1.0,470.0
2589,2.0,1.0,2.0,1980-07-11,1.0,534.3333333333334
2741,1.0,1.0,2.0,1980-08-24,1.0,613.6666666666666
234,1.0,1.0,1.0,1978-11-26,0.0,500.3333333333333
540,1.0,1.0,2.0,1979-08-28,1.0,599.6666666666666
3506,1.0,1.0,2.0,1979-11-04,1.0,546.0
2706,2.0,1.0,2.0,1980-08-17,1.0,553.3333333333334
715,1.0,1.0,2.0,1979-11-23,1.0,600.6666666666666
4064,1.0,2.0,1.0,1979-08-13,0.0,442.0
229,1.0,1.0,,1978-11-16,1.0,524.3333333333334
676,2.0,1.0,2.0,1979-10-05,0.0,630.3333333333334
3019,2.0,2.0,1.0,1980-09-26,1.0,523.3333333333334
3022,2.0,2.0,1.0,1980-04-12,1.0,515.3333333333334
4151,2.0,1.0,2.0,1980-07-08,0.0,588.6666666666666
431,1.0,1.0,2.0,1979-04-05,0.0,577.3333333333334
453,2.0,1.0,2.0,1979-05-04,0.0,505.3333333333333
486,2.0,1.0,1.0,1979-07-27,0.0,533.0
3934,1.0,1.0,2.0,1980-07-12,0.0,578.6666666666666
745,1.0,1.0,2.0,1979-10-01,1.0,592.3333333333334
663,2.0,1.0,1.0,1979-10-30,1.0,489.0
2300,2.0,1.0,2.0,1980-05-13,0.0,539.0
2062,2.0,1.0,,1980-03-20,0.0,527.6666666666666
3728,1.0,2.0,1.0,1980-07-28,1.0,515.3333333333334
1196,2.0,2.0,2.0,1980-01-08,0.0,536.6666666666666
2786,1.0,1.0,1.0,1980-08-08,1.0,549.3333333333334
4082,1.0,1.0,2.0,1979-12-13,1.0,557.6666666666666
1946,2.0,2.0,2.0,1980-09-29,0.0,557.0
457,2.0,1.0,1.0,1979-05-02,0.0,481.6666666666667
3529,1.0,2.0,1.0,1979-11-28,1.0,537.3333333333334
3854,1.0,1.0,1.0,1980-05-03,1.0,540.3333333333334
2574,1.0,1.0,2.0,1980-07-26,1.0,548.0
666,1.0,1.0,2.0,1979-10-10,1.0,594.3333333333334
428,2.0,1.0,2.0,1979-04-20,1.0,535.0
953,2.0,1.0,2.0,1979-11-01,1.0,646.0
1488,1.0,2.0,1.0,1980-05-14,1.0,587.0
2337,1.0,1.0,2.0,1980-06-24,1.0,499.0
2745,1.0,1.0,2.0,1980-08-22,0.0,519.3333333333334
1644,2.0,2.0,1.0,1980-07-08,1.0,548.0
1037,1.0,1.0,2.0,1979-11-30,1.0,614.6666666666666
4125,1.0,1.0,1.0,1980-01-18,1.0,532.0
1905,2.0,1.0,2.0,1980-03-16,0.0,534.3333333333334
2681,2.0,1.0,2.0,1980-08-08,1.0,617.3333333333334
2852,2.0,1.0,2.0,1980-09-01,0.0,547.0
1761,1.0,1.0,2.0,1980-03-17,1.0,628.6666666666666
4197,1.0,1.0,1.0,1980-10-08,0.0,560.3333333333334
1812,2.0,2.0,1.0,1980-09-10,0.0,533.0
1345,2.0,2.0,2.0,1980-03-13,0.0,509.6666666666667
3109,2.0,2.0,1.0,1980-01-27,0.0,509.0
3171,1.0,2.0,1.0,1980-05-24,0.0,558.3333333333334
1980,2.0,1.0,2.0,1980-04-18,0.0,541.3333333333334
1809,2.0,2.0,1.0,1980-07-31,0.0,496.0
2564,2.0,1.0,2.0,1980-07-30,0.0,567.3333333333334
3895,1.0,1.0,2.0,1979-08-07,0.0,567.0
1933,1.0,1.0,1.0,1980-03-04,1.0,541.0
1354,2.0,2.0,1.0,1980-03-10,1.0,535.6666666666666
2322,1.0,2.0,1.0,1980-05-24,1.0,572.6666666666666
2780,2.0,1.0,2.0,1980-08-08,0.0,533.0
2478,2.0,1.0,1.0,1980-06-05,1.0,613.6666666666666
3820,2.0,1.0,2.0,1979-10-16,1.0,643.3333333333334
1334,1.0,2.0,2.0,1980-01-19,0.0,535.0
4134,2.0,1.0,2.0,1980-01-13,0.0,504.3333333333333
1140,1.0,1.0,2.0,1980-01-26,1.0,572.3333333333334
4036,1.0,2.0,1.0,1980-02-24,0.0,508.3333333333333
519,1.0,1.0,2.0,1979-08-14,1.0,554.3333333333334
2640,1.0,2.0,1.0,1980-07-08,1.0,557.6666666666666
3650,2.0,1.0,1.0,1979-09-18,0.0,522.0
2016,2.0,1.0,2.0,1980-03-09,1.0,583.6666666666666
47,2.0,1.0,2.0,1980-09-27,0.0,579.0
2153,1.0,1.0,2.0,1980-04-09,0.0,540.3333333333334
3140,1.0,1.0,2.0,1980-04-13,0.0,530.0
4209,2.0,1.0,2.0,1978-04-20,1.0,491.3333333333333
3352,1.0,2.0,1.0,1980-04-08,1.0,532.3333333333334
230,2.0,1.0,1.0,1978-12-10,0.0,530.0
1546,1.0,1.0,1.0,1980-01-14,0.0,516.3333333333334
3230,1.0,2.0,1.0,1980-01-08,1.0,521.0
949,1.0,1.0,2.0,1979-12-15,1.0,549.3333333333334
1205,2.0,2.0,1.0,1980-02-03,0.0,522.3333333333334
2732,2.0,1.0,2.0,1980-07-20,0.0,597.3333333333334
2446,2.0,2.0,1.0,1980-06-12,0.0,488.0
92,1.0,1.0,2.0,1980-02-22,0.0,544.0
3950,2.0,2.0,1.0,1980-11-05,1.0,555.3333333333334
1750,1.0,2.0,2.0,1980-08-18,1.0,522.6666666666666
1729,2.0,1.0,2.0,1980-02-01,0.0,649.6666666666666
295,2.0,1.0,2.0,1979-12-02,1.0,633.6666666666666
2415,1.0,2.0,1.0,1980-07-16,1.0,507.0
1125,1.0,1.0,2.0,1980-01-07,1.0,587.3333333333334
2106,2.0,2.0,1.0,1980-04-12,1.0,547.6666666666666
2882,1.0,2.0,1.0,1980-09-29,0.0,491.3333333333333
1280,2.0,2.0,1.0,1980-02-24,0.0,518.3333333333334
3215,2.0,1.0,1.0,1980-09-11,0.0,506.0
2794,1.0,1.0,2.0,1980-08-16,0.0,501.6666666666667
966,1.0,1.0,2.0,1979-11-16,1.0,589.3333333333334
773,1.0,1.0,2.0,1979-11-25,0.0,576.0
1451,2.0,1.0,1.0,1980-04-24,1.0,528.6666666666666
1646,1.0,2.0,2.0,1980-02-01,0.0,538.3333333333334
1705,1.0,1.0,2.0,1980-01-08,0.0,577.3333333333334
330,1.0,2.0,1.0,1979-02-17,1.0,580.6666666666666
1323,1.0,2.0,1.0,1980-03-05,1.0,580.3333333333334
2951,2.0,1.0,2.0,1980-02-27,0.0,559.3333333333334
3602,2.0,1.0,1.0,1980-07-15,0.0,470.6666666666667
2597,2.0,1.0,,1980-07-14,1.0,556.0
2137,1.0,1.0,2.0,1980-05-01,1.0,574.6666666666666
3067,1.0,2.0,2.0,1980-09-27,0.0,502.3333333333333
2718,2.0,2.0,1.0,1980-08-31,0.0,518.6666666666666
1002,2.0,1.0,2.0,1979-11-19,1.0,655.6666666666666
765,1.0,1.0,1.0,1979-11-09,0.0,611.6666666666666
356,1.0,1.0,1.0,1979-10-06,0.0,515.6666666666666
3421,2.0,1.0,2.0,1980-05-04,1.0,528.6666666666666
1526,2.0,1.0,2.0,1980-08-01,1.0,606.6666666666666
1058,1.0,2.0,1.0,1979-12-31,1.0,502.3333333333333
2188,1.0,1.0,2.0,1980-05-20,0.0,501.3333333333333
2186,2.0,1.0,2.0,1980-06-13,1.0,523.6666666666666
3986,2.0,1.0,2.0,1979-11-04,1.0,572.3333333333334
980,1.0,2.0,2.0,1979-12-08,1.0,590.6666666666666
1567,1.0,1.0,1.0,1980-02-18,0.0,588.0
2583,1.0,1.0,1.0,1980-07-16,1.0,476.0
1969,1.0,1.0,2.0,1980-04-06,1.0,582.0
1512,1.0,2.0,2.0,1980-05-17,1.0,556.3333333333334
2994,1.0,1.0,2.0,1980-09-09,1.0,524.3333333333334
317,1.0,2.0,1.0,1979-02-01,0.0,536.0
2393,1.0,2.0,1.0,1980-06-26,1.0,523.3333333333334
1864,1.0,2.0,1.0,1980-09-25,0.0,515.3333333333334
1590,1.0,2.0,1.0,1980-06-21,0.0,492.3333333333333
3514,2.0,1.0,1.0,1980-08-06,1.0,506.3333333333333
993,1.0,2.0,2.0,1979-09-16,0.0,533.0
2968,2.0,2.0,1.0,1980-09-20,0.0,473.0
1261,1.0,1.0,2.0,1980-01-14,0.0,568.0
2713,2.0,1.0,2.0,1980-08-23,0.0,550.3333333333334
1604,1.0,1.0,2.0,1980-09-21,0.0,556.6666666666666
3703,1.0,1.0,2.0,1980-08-25,0.0,539.0
3455,1.0,1.0,2.0,1979-12-21,1.0,456.0
1979,2.0,1.0,2.0,1980-04-17,1.0,539.6666666666666
342,1.0,1.0,1.0,1979-03-17,1.0,512.0
1286,1.0,1.0,2.0,1980-01-13,1.0,526.0
1068,1.0,1.0,2.0,1979-12-06,1.0,561.3333333333334
3077,1.0,2.0,2.0,1980-08-18,1.0,492.6666666666667
2148,2.0,1.0,2.0,1980-05-09,0.0,558.6666666666666
878,2.0,1.0,2.0,1979-12-10,1.0,545.6666666666666
629,2.0,1.0,2.0,1979-10-02,0.0,556.3333333333334
4147,1.0,2.0,1.0,1980-07-28,0.0,468.0
1044,2.0,2.0,2.0,1979-12-28,1.0,523.6666666666666
2040,1.0,1.0,2.0,1980-04-01,1.0,579.3333333333334
3717,1.0,1.0,2.0,1979-03-09,0.0,529.6666666666666
2359,1.0,1.0,2.0,1980-06-15,1.0,596.3333333333334
2356,2.0,1.0,2.0,1980-06-28,1.0,510.0
1728,1.0,1.0,2.0,1980-02-26,1.0,553.3333333333334
762,1.0,2.0,1.0,1979-11-13,1.0,517.0
245,2.0,2.0,1.0,1979-01-17,0.0,474.6666666666667
3055,2.0,1.0,1.0,1980-06-25,0.0,456.6666666666667
2571,2.0,1.0,2.0,1980-07-16,0.0,507.0
3440,1.0,1.0,2.0,1979-12-16,1.0,580.6666666666666
2835,2.0,1.0,2.0,1980-08-04,1.0,562.6666666666666
86,1.0,1.0,2.0,1980-08-13,0.0,556.0
328,1.0,2.0,2.0,1979-07-04,0.0,507.6666666666667
3474,2.0,2.0,1.0,1980-04-02,0.0,497.0
3161,2.0,1.0,2.0,1980-04-25,1.0,600.6666666666666
1270,1.0,2.0,1.0,1980-02-12,1.0,504.3333333333333
69,1.0,3.0,2.0,1980-03-10,0.0,608.0
1786,2.0,1.0,1.0,1980-03-06,0.0,568.6666666666666
4111,1.0,1.0,2.0,1980-05-19,0.0,633.6666666666666
2056,1.0,2.0,1.0,1980-03-05,0.0,458.0
3452,1.0,1.0,2.0,1980-03-30,1.0,534.6666666666666
282,1.0,2.0,1.0,1979-01-01,0.0,486.3333333333333
1213,1.0,1.0,1.0,1980-01-27,1.0,556.3333333333334
1003,2.0,1.0,2.0,1979-11-27,1.0,605.0
778,2.0,2.0,1.0,1979-11-03,0.0,526.0
3881,1.0,1.0,2.0,1980-03-19,0.0,531.6666666666666
2575,2.0,1.0,2.0,1980-07-26,1.0,565.6666666666666
1720,2.0,2.0,1.0,1980-08-08,1.0,557.6666666666666
1035,1.0,1.0,2.0,1979-11-19,0.0,611.6666666666666
915,2.0,1.0,2.0,1979-12-04,0.0,544.0
734,1.0,1.0,2.0,1979-10-10,0.0,552.0
427,1.0,1.0,1.0,1979-04-18,1.0,518.6666666666666
4053,2.0,1.0,1.0,1979-12-14,0.0,548.3333333333334
1844,2.0,1.0,2.0,1980-02-27,1.0,565.0
821,2.0,2.0,1.0,1979-11-24,0.0,543.3333333333334
901,1.0,1.0,2.0,1979-12-28,1.0,610.3333333333334
3937,1.0,1.0,1.0,1979-06-22,1.0,540.6666666666666
3656,2.0,1.0,2.0,1980-09-04,0.0,510.0
1486,2.0,1.0,2.0,1980-02-14,0.0,577.0
1170,1.0,1.0,2.0,1980-01-08,0.0,539.6666666666666
3240,2.0,2.0,2.0,1980-10-01,1.0,522.0
1615,1.0,1.0,2.0,1980-02-25,0.0,577.0
2514,2.0,1.0,2.0,1980-07-03,0.0,563.3333333333334
2509,1.0,1.0,1.0,1980-07-16,1.0,600.3333333333334
3058,2.0,2.0,2.0,1980-05-16,0.0,526.0
3939,1.0,1.0,2.0,1980-06-06,1.0,552.3333333333334
285,1.0,1.0,2.0,1979-02-15,0.0,552.3333333333334
848,2.0,1.0,2.0,1979-12-03,1.0,525.3333333333334
2170,2.0,1.0,2.0,1980-05-12,0.0,555.0
206,1.0,1.0,1.0,1978-11-08,1.0,506.6666666666667
2225,2.0,1.0,2.0,1980-05-06,0.0,600.3333333333334
219,1.0,1.0,1.0,1978-12-09,0.0,498.0
2192,1.0,1.0,2.0,1980-05-14,0.0,564.0
532,1.0,1.0,1.0,1979-08-23,0.0,497.3333333333333
2162,1.0,1.0,2.0,1980-05-08,1.0,583.3333333333334
415,2.0,1.0,1.0,1979-12-24,0.0,481.6666666666667
3431,1.0,2.0,1.0,1979-07-18,0.0,532.0
1008,2.0,1.0,2.0,1979-12-12,1.0,589.0
807,1.0,1.0,2.0,1979-11-06,1.0,561.0
3695,2.0,2.0,1.0,1980-03-12,0.0,592.0
627,1.0,1.0,1.0,1979-10-08,0.0,496.0
2814,2.0,2.0,2.0,1980-08-15,0.0,534.6666666666666
199,2.0,1.0,2.0,1978-08-07,0.0,541.3333333333334
4166,2.0,1.0,1.0,1980-08-16,1.0,494.3333333333333
1408,1.0,1.0,2.0,1980-09-16,1.0,577.6666666666666
648,1.0,2.0,1.0,1979-10-22,1.0,521.3333333333334
567,1.0,1.0,2.0,1979-09-01,0.0,600.0
2483,1.0,1.0,2.0,1980-06-11,1.0,529.0
4016,1.0,2.0,1.0,1980-10-01,0.0,485.6666666666667
852,2.0,1.0,2.0,1979-12-14,1.0,626.6666666666666
3518,2.0,1.0,1.0,1978-12-01,0.0,503.6666666666667
3065,2.0,1.0,1.0,1980-07-14,0.0,492.0
4098,2.0,1.0,2.0,1980-06-25,1.0,591.6666666666666
2215,2.0,1.0,1.0,1980-05-13,1.0,561.6666666666666
3099,1.0,2.0,1.0,1980-09-20,0.0,542.3333333333334
2695,2.0,1.0,2.0,1980-08-01,0.0,547.3333333333334
3112,2.0,2.0,1.0,1980-03-06,1.0,519.3333333333334
1550,2.0,2.0,2.0,1980-06-06,0.0,547.6666666666666
634,2.0,1.0,2.0,1979-10-11,1.0,504.6666666666667
145,1.0,1.0,2.0,1979-09-25,0.0,543.3333333333334
2068,2.0,1.0,1.0,1980-03-25,1.0,587.3333333333334
2817,1.0,2.0,2.0,1980-07-11,0.0,527.6666666666666
985,1.0,2.0,1.0,1979-12-18,0.0,478.0
2709,1.0,1.0,2.0,1980-08-18,1.0,569.3333333333334
2535,2.0,1.0,2.0,1980-06-14,1.0,548.6666666666666
3554,1.0,2.0,1.0,1980-03-01,0.0,500.0
1421,2.0,2.0,1.0,1980-04-09,1.0,526.0
3940,2.0,1.0,1.0,1980-09-18,0.0,531.6666666666666
2110,2.0,2.0,1.0,1980-04-15,1.0,511.3333333333333
1398,1.0,2.0,2.0,1980-01-18,1.0,509.3333333333333
2495,2.0,2.0,1.0,1980-07-02,1.0,497.0
2630,2.0,2.0,2.0,1980-07-31,1.0,590.6666666666666
925,2.0,1.0,2.0,1979-11-16,0.0,595.3333333333334
1065,2.0,2.0,1.0,1979-11-15,0.0,537.0
2012,1.0,1.0,2.0,1980-04-07,0.0,542.0
2410,1.0,1.0,1.0,1980-06-20,0.0,572.3333333333334
3105,2.0,2.0,2.0,1980-03-20,0.0,597.3333333333334
1841,2.0,1.0,2.0,1980-02-19,0.0,572.0
3959,2.0,1.0,1.0,1980-02-26,1.0,507.0
1653,2.0,2.0,1.0,1980-07-10,1.0,521.6666666666666
1413,1.0,2.0,1.0,1980-04-07,0.0,510.3333333333333
1457,2.0,2.0,1.0,1980-02-24,1.0,575.6666666666666
198,2.0,1.0,1.0,1978-12-01,0.0,559.3333333333334
3850,1.0,1.0,1.0,1980-04-28,0.0,569.0
958,2.0,2.0,1.0,1979-11-05,1.0,537.0
2949,1.0,1.0,1.0,1980-08-19,0.0,558.6666666666666
1360,2.0,2.0,2.0,1980-03-19,0.0,548.6666666666666
3066,2.0,1.0,1.0,1980-07-02,1.0,557.3333333333334
824,1.0,2.0,1.0,1979-06-05,0.0,470.0
1571,1.0,2.0,1.0,1980-02-17,0.0,555.3333333333334
2945,2.0,2.0,1.0,1980-09-19,1.0,502.0
402,1.0,1.0,1.0,1979-03-26,0.0,498.3333333333333
461,1.0,1.0,2.0,1979-05-14,1.0,627.0
1871,1.0,2.0,1.0,1980-09-30,1.0,509.3333333333333
2717,1.0,1.0,2.0,1980-08-31,1.0,588.6666666666666
2769,1.0,2.0,2.0,1980-08-21,1.0,574.6666666666666
2364,1.0,1.0,2.0,1980-06-11,0.0,528.3333333333334
2865,1.0,1.0,2.0,1980-09-24,1.0,497.6666666666667
858,1.0,1.0,1.0,1979-11-05,0.0,541.6666666666666
357,2.0,1.0,1.0,1979-03-26,1.0,496.0
661,2.0,1.0,1.0,1979-10-13,1.0,503.0
1937,1.0,1.0,2.0,1980-03-19,1.0,531.0
1180,2.0,2.0,1.0,1980-01-22,1.0,523.3333333333334
410,1.0,2.0,1.0,1979-12-22,1.0,576.0
594,1.0,1.0,2.0,1979-09-21,0.0,512.3333333333334
1500,2.0,2.0,1.0,1980-05-19,1.0,499.3333333333333
1573,1.0,1.0,2.0,1980-02-24,0.0,565.0
202,2.0,2.0,1.0,1978-09-19,0.0,505.0
1525,1.0,1.0,2.0,1980-02-08,1.0,574.6666666666666
1130,1.0,2.0,1.0,1980-01-04,0.0,522.6666666666666
574,1.0,1.0,1.0,1979-09-14,1.0,465.0
4202,1.0,1.0,2.0,1980-09-20,0.0,543.6666666666666
2107,2.0,2.0,1.0,1980-04-14,0.0,507.0
85,1.0,1.0,2.0,1980-05-10,0.0,598.0
3569,1.0,2.0,1.0,1980-03-23,0.0,519.3333333333334
3475,1.0,2.0,1.0,1980-03-04,0.0,485.0
1941,1.0,1.0,2.0,1980-03-21,1.0,541.3333333333334
2888,2.0,1.0,1.0,1980-09-18,1.0,517.6666666666666
